trk0,seg0,33.3365 -118.312,6.38586,1250551352
trk0,seg0,33.3367 -118.312,8.30859,1250551356
trk0,seg0,33.337 -118.312,11.1925,1250551359
trk0,seg0,33.3374 -118.311,16.4797,1250551362
trk0,seg0,33.3382 -118.311,28.4962,1250551366
trk0,seg0,33.339 -118.311,43.8773,1250551370
trk0,seg0,33.34 -118.311,58.7777,1250551374
trk0,seg0,33.3413 -118.31,78.4847,1250551379
trk0,seg0,33.3425 -118.31,91.4625,1250551383
trk0,seg0,33.3437 -118.31,103.479,1250551387
trk0,seg0,33.3453 -118.309,118.86,1250551392
trk0,seg0,33.347 -118.308,131.838,1250551397
trk0,seg0,33.3487 -118.307,142.893,1250551402
trk0,seg0,33.3506 -118.306,150.584,1250551407
trk0,seg0,33.3528 -118.305,159.235,1250551413
trk0,seg0,33.3548 -118.304,161.158,1250551418
trk0,seg0,33.356 -118.303,159.716,1250551421
trk0,seg0,33.3571 -118.302,156.352,1250551424
trk0,seg0,33.3581 -118.301,150.103,1250551427
trk0,seg0,33.3587 -118.3,146.258,1250551429
trk0,seg0,33.3592 -118.3,142.412,1250551431
trk0,seg0,33.3594 -118.299,140.97,1250551432
trk0,seg0,33.3597 -118.298,137.125,1250551435
trk0,seg0,33.3597 -118.297,134.722,1250551437
trk0,seg0,33.3595 -118.296,132.319,1250551439
trk0,seg0,33.3591 -118.295,129.435,1250551441
trk0,seg0,33.3589 -118.295,127.993,1250551442
trk0,seg0,33.3583 -118.295,125.109,1250551444
trk0,seg0,33.3577 -118.295,124.628,1250551446
trk0,seg0,33.357 -118.295,123.186,1250551448
trk0,seg0,33.3564 -118.295,122.705,1250551450
trk0,seg0,33.356 -118.295,122.705,1250551452
trk0,seg0,33.3556 -118.296,122.705,1250551454
trk0,seg0,33.3554 -118.296,123.186,1250551456
trk0,seg0,33.3554 -118.297,126.07,1250551458
trk0,seg0,33.3554 -118.298,127.993,1250551460
trk0,seg0,33.3555 -118.298,130.396,1250551462
trk0,seg0,33.3558 -118.299,132.799,1250551464
trk0,seg0,33.3562 -118.299,135.203,1250551466
trk0,seg0,33.3566 -118.3,137.606,1250551468
trk0,seg0,33.3571 -118.3,140.009,1250551470
trk0,seg0,33.3576 -118.3,142.412,1250551472
trk0,seg0,33.3585 -118.3,144.335,1250551475
trk0,seg0,33.3594 -118.3,144.335,1250551478
trk0,seg0,33.3607 -118.299,140.009,1250551482
trk0,seg0,33.3617 -118.299,135.683,1250551485
trk0,seg0,33.3631 -118.298,133.76,1250551489
trk0,seg0,33.3645 -118.297,133.28,1250551493
trk0,seg0,33.3662 -118.295,130.396,1250551498
trk0,seg0,33.3679 -118.294,129.435,1250551503
trk0,seg0,33.3705 -118.292,128.473,1250551510
trk0,seg0,33.3731 -118.29,129.435,1250551517
trk0,seg0,33.3757 -118.288,128.954,1250551524
trk0,seg0,33.3783 -118.286,134.722,1250551531
trk0,seg0,33.3813 -118.284,137.606,1250551539
trk0,seg0,33.3831 -118.282,135.683,1250551544
trk0,seg0,33.3847 -118.281,131.838,1250551548
trk0,seg0,33.3857 -118.281,131.357,1250551551
trk0,seg0,33.3864 -118.28,131.838,1250551554
trk0,seg0,33.3866 -118.279,132.319,1250551555
trk0,seg0,33.3867 -118.278,137.125,1250551558
trk0,seg0,33.3864 -118.277,135.203,1250551560
trk0,seg0,33.386 -118.277,132.319,1250551562
trk0,seg0,33.3855 -118.276,127.512,1250551564
trk0,seg0,33.3849 -118.276,120.783,1250551566
trk0,seg0,33.3843 -118.276,115.015,1250551568
trk0,seg0,33.3839 -118.277,111.65,1250551570
trk0,seg0,33.3836 -118.277,106.363,1250551572
trk0,seg0,33.3836 -118.278,101.556,1250551574
trk0,seg0,33.3836 -118.279,95.3077,1250551576
trk0,seg0,33.3838 -118.279,88.5787,1250551578
trk0,seg0,33.3841 -118.28,79.446,1250551580
trk0,seg0,33.3845 -118.28,76.0814,1250551582
trk0,seg0,33.385 -118.28,71.2749,1250551584
trk0,seg0,33.3854 -118.28,67.4297,1250551586
trk0,seg0,33.3859 -118.28,63.1036,1250551588
trk0,seg0,33.3864 -118.28,60.2197,1250551590
trk0,seg0,33.3866 -118.28,59.7391,1250551591
trk0,seg0,33.3877 -118.279,62.1423,1250551596
trk0,seg0,33.3888 -118.278,71.2749,1250551601
trk0,seg0,33.3898 -118.277,79.446,1250551605
trk0,seg0,33.3909 -118.277,87.6172,1250551609
trk0,seg0,33.3925 -118.276,98.6725,1250551614
trk0,seg0,33.3941 -118.275,107.324,1250551619
trk0,seg0,33.3955 -118.275,111.17,1250551623
trk0,seg0,33.3973 -118.274,115.496,1250551628
trk0,seg0,33.3996 -118.273,125.589,1250551634
trk0,seg0,33.4032 -118.272,138.567,1250551643
trk0,seg0,33.4064 -118.27,145.777,1250551651
trk0,seg0,33.4093 -118.269,147.7,1250551658
trk0,seg0,33.4131 -118.267,148.18,1250551667
trk0,seg0,33.4153 -118.266,145.296,1250551672
trk0,seg0,33.4184 -118.264,145.777,1250551679
trk0,seg0,33.4223 -118.262,146.258,1250551688
trk0,seg0,33.4258 -118.26,149.622,1250551696
trk0,seg0,33.4297 -118.258,151.064,1250551705
trk0,seg0,33.4324 -118.257,152.026,1250551711
trk0,seg0,33.4359 -118.255,155.39,1250551719
trk0,seg0,33.4409 -118.253,159.716,1250551730
trk0,seg0,33.4454 -118.251,155.871,1250551740
trk0,seg0,33.4487 -118.249,155.39,1250551747
trk0,seg0,33.4519 -118.248,149.622,1250551754
trk0,seg0,33.4548 -118.246,141.451,1250551760
trk0,seg0,33.4591 -118.245,134.241,1250551769
trk0,seg0,33.4625 -118.243,132.799,1250551776
trk0,seg0,33.4657 -118.242,140.009,1250551783
trk0,seg0,33.469 -118.241,150.584,1250551790
trk0,seg0,33.4731 -118.239,160.677,1250551799
trk0,seg0,33.4773 -118.238,167.407,1250551808
trk0,seg0,33.4801 -118.237,165.003,1250551814
trk0,seg0,33.484 -118.236,161.639,1250551822
trk0,seg0,33.488 -118.234,157.794,1250551830
trk0,seg0,33.493 -118.233,159.716,1250551840
trk0,seg0,33.4975 -118.231,159.716,1250551849
trk0,seg0,33.5015 -118.23,162.12,1250551857
trk0,seg0,33.5055 -118.229,166.926,1250551865
trk0,seg0,33.5085 -118.229,167.887,1250551871
trk0,seg0,33.5131 -118.228,171.252,1250551880
trk0,seg0,33.5172 -118.227,171.252,1250551888
trk0,seg0,33.5228 -118.226,170.291,1250551899
trk0,seg0,33.529 -118.225,172.213,1250551911
trk0,seg0,33.5345 -118.225,177.02,1250551922
trk0,seg0,33.5386 -118.224,173.175,1250551930
trk0,seg0,33.5412 -118.224,168.849,1250551935
trk0,seg0,33.5433 -118.224,161.639,1250551939
trk0,seg0,33.5454 -118.224,152.026,1250551943
trk0,seg0,33.548 -118.224,143.374,1250551948
trk0,seg0,33.5501 -118.224,139.048,1250551952
trk0,seg0,33.5521 -118.224,134.241,1250551956
trk0,seg0,33.554 -118.225,130.396,1250551960
trk0,seg0,33.5564 -118.226,120.783,1250551965
trk0,seg0,33.5591 -118.227,112.612,1250551971
trk0,seg0,33.5618 -118.227,102.518,1250551977
trk0,seg0,33.5634 -118.228,97.7112,1250551981
trk0,seg0,33.5646 -118.228,98.6725,1250551984
trk0,seg0,33.5653 -118.229,100.115,1250551986
trk0,seg0,33.5658 -118.229,101.556,1250551988
trk0,seg0,33.5663 -118.23,105.402,1250551991
trk0,seg0,33.5665 -118.231,108.286,1250551993
trk0,seg0,33.5665 -118.231,111.65,1250551995
trk0,seg0,33.5663 -118.232,114.534,1250551997
trk0,seg0,33.5659 -118.232,115.015,1250551999
trk0,seg0,33.5654 -118.233,115.976,1250552001
trk0,seg0,33.5648 -118.233,115.496,1250552003
trk0,seg0,33.5643 -118.232,114.534,1250552005
trk0,seg0,33.5638 -118.232,114.534,1250552007
trk0,seg0,33.5636 -118.231,113.092,1250552009
trk0,seg0,33.5635 -118.231,109.728,1250552011
trk0,seg0,33.5636 -118.23,104.44,1250552013
trk0,seg0,33.5639 -118.229,100.115,1250552015
trk0,seg0,33.5643 -118.229,97.2305,1250552017
trk0,seg0,33.5649 -118.228,94.3466,1250552019
trk0,seg0,33.5654 -118.228,93.3851,1250552021
trk0,seg0,33.5657 -118.228,95.3077,1250552022
trk0,seg0,33.5673 -118.227,104.44,1250552027
trk0,seg0,33.5686 -118.227,115.015,1250552031
trk0,seg0,33.5704 -118.226,128.473,1250552036
trk0,seg0,33.5726 -118.225,144.335,1250552042
trk0,seg0,33.575 -118.224,153.948,1250552048
trk0,seg0,33.5775 -118.223,164.042,1250552054
trk0,seg0,33.5801 -118.222,165.965,1250552060
trk0,seg0,33.5823 -118.221,164.523,1250552065
trk0,seg0,33.5852 -118.22,165.484,1250552071
trk0,seg0,33.589 -118.218,165.484,1250552079
trk0,seg0,33.5929 -118.217,166.926,1250552087
trk0,seg0,33.5969 -118.216,167.407,1250552095
trk0,seg0,33.6014 -118.215,168.849,1250552104
trk0,seg0,33.606 -118.213,168.368,1250552113
trk0,seg0,33.6101 -118.212,174.136,1250552121
trk0,seg0,33.6141 -118.211,178.462,1250552129
trk0,seg0,33.6191 -118.21,183.749,1250552139
trk0,seg0,33.6226 -118.208,181.346,1250552146
trk0,seg0,33.6267 -118.207,181.826,1250552154
trk0,seg0,33.6308 -118.206,186.633,1250552162
trk0,seg0,33.6354 -118.205,189.036,1250552171
trk0,seg0,33.641 -118.204,195.285,1250552182
trk0,seg0,33.6461 -118.202,201.534,1250552192
trk0,seg0,33.6498 -118.201,201.053,1250552199
trk0,seg0,33.655 -118.2,200.572,1250552209
trk0,seg0,33.6598 -118.199,197.208,1250552218
trk0,seg0,33.664 -118.197,194.324,1250552226
trk0,seg0,33.6683 -118.196,190.959,1250552234
trk0,seg0,33.6726 -118.195,190.478,1250552242
trk0,seg0,33.6774 -118.194,190.478,1250552251
trk0,seg0,33.6827 -118.193,193.362,1250552261
trk0,seg0,33.687 -118.192,194.324,1250552269
trk0,seg0,33.6913 -118.191,196.727,1250552277
trk0,seg0,33.695 -118.19,190.478,1250552284
trk0,seg0,33.6982 -118.19,186.633,1250552290
trk0,seg0,33.7014 -118.189,187.114,1250552296
trk0,seg0,33.7056 -118.188,185.191,1250552304
trk0,seg0,33.7099 -118.187,182.307,1250552312
trk0,seg0,33.7142 -118.186,178.943,1250552320
trk0,seg0,33.719 -118.185,172.213,1250552329
trk0,seg0,33.7222 -118.185,170.771,1250552335
